VendorID,trip_distance,fare_amount,total_amount
2,27.24,105.2,129.79
2,27.24,102.4,134.75
2,27.24,173.1,178.35
2,27.24,101.7,111.89
2,27.24,101.7,107.45
2,27.24,99.6,113.85
2,27.24,70.0,90.96
2,27.23,100.3,123.43
2,27.23,100.3,125.11
2,27.23,70.0,92.69
2,27.23,99.6,124.62
2,27.23,70.0,82.69
2,27.23,100.3,125.11
2,27.23,99.6,103.85
2,27.23,104.5,114.69
2,27.23,70.0,80.94
2,27.22,98.9,123.78
2,27.22,98.9,123.43
2,27.22,105.2,135.79
2,27.22,98.9,113.15
2,27.22,100.3,138.92
2,27.22,100.3,124.26
2,27.22,103.1,120.79
2,27.21,101.7,106.03
2,27.21,98.9,121.68
2,27.21,157.0,194.95
2,27.21,99.6,129.81
2,27.21,70.0,82.69
2,27.21,102.4,106.65
2,27.21,70.0,97.13
2,27.21,103.1,144.28
2,27.21,104.5,131.95
2,27.21,70.0,97.13
2,27.21,98.9,123.43
2,27.21,70.0,100.13
2,27.21,98.9,122.23
2,27.21,100.3,119.08
2,27.21,159.1,162.35
1,27.2,123.1,146.1
1,27.2,70.0,97.09
1,27.2,99.6,101.1
2,27.2,70.0,96.69
1,27.2,70.0,99.19
1,27.2,47.5,49.0
2,27.2,101.7,105.95
2,27.2,141.0,177.32
1,27.2,103.1,115.79
1,27.2,70.0,97.14
2,27.2,99.6,131.25
1,27.2,172.4,175.65
1,27.2,102.4,120.53
1,27.2,98.9,123.8
1,27.2,69.5,71.0
1,27.2,98.2,99.7
1,27.2,70.0,99.24
2,27.2,159.1,199.54
2,27.2,104.5,128.95
2,27.2,101.0,111.94
2,27.2,100.3,125.11
2,27.2,87.0,94.94
2,27.19,102.4,121.5
2,27.19,70.0,97.13
2,27.19,106.6,112.35
2,27.19,115.0,147.38
2,27.19,103.1,121.35
2,27.19,101.0,106.75
2,27.18,101.0,144.55
2,27.18,120.6,148.29
2,27.18,152.1,162.85
2,27.18,70.0,99.23
2,27.18,182.5,230.28
2,27.18,70.0,120.19
2,27.18,105.9,112.65
2,27.18,99.6,105.35
2,27.18,70.0,89.03
2,27.17,100.3,125.46
2,27.17,108.0,136.64
2,27.17,102.4,126.43
2,27.17,105.2,118.45
2,27.17,70.0,92.69
2,27.17,167.5,207.55
2,27.17,70.0,98.88
2,27.17,98.9,124.65
2,27.17,98.2,111.45
2,27.17,99.6,120.35
2,27.16,101.0,110.25
2,27.16,70.0,95.88
2,27.16,101.7,114.95
2,27.16,70.0,105.23
2,27.16,99.6,103.85
2,27.16,99.6,124.27
2,27.16,70.0,99.23
2,27.16,100.3,130.25
2,27.16,169.6,172.85
2,27.16,133.0,147.88
2,27.16,70.0,92.69
2,27.16,98.9,141.89
2,27.16,100.3,129.44
2,27.16,99.6,124.27
2,27.16,99.6,126.07
2,27.16,70.0,80.94
2,27.15,98.2,139.25
2,27.15,70.0,85.94
2,27.15,100.3,113.55
2,27.15,99.6,124.27
2,27.15,180.0,243.33
2,27.15,99.6,113.85
2,27.14,101.7,143.45
2,27.14,101.7,114.95
2,27.14,70.0,88.44
2,27.14,99.6,103.85
2,27.14,99.6,123.42
2,27.14,70.0,97.13
2,27.14,101.0,114.25
2,27.14,98.9,127.69
2,27.14,101.0,116.75
2,27.14,98.9,118.62
2,27.14,103.8,137.69
2,27.14,99.6,103.85
2,27.13,104.5,132.3
2,27.13,98.2,122.59
2,27.13,70.0,95.09
2,27.13,103.8,107.05
2,27.13,98.2,130.92
2,27.13,103.1,106.35
2,27.13,100.3,103.55
2,27.13,111.5,117.25
2,27.13,101.7,125.94
2,27.13,98.9,112.15
2,27.13,98.9,118.15
2,27.13,171.0,187.36
2,27.13,70.0,100.13
2,27.12,99.6,126.07
2,27.12,98.2,132.66
2,27.12,98.2,125.59
2,27.12,103.1,104.6
2,27.12,70.0,99.23
2,27.12,129.0,167.88
2,27.12,99.6,142.2
2,27.12,103.1,106.35
2,27.11,99.6,109.79
2,27.11,101.0,125.95
2,27.11,98.9,103.15
2,27.11,104.5,117.75
2,27.11,125.0,135.44
2,27.11,101.0,125.1
2,27.11,98.2,121.39
2,27.11,98.9,123.43
2,27.11,150.9,206.99
2,27.1,90.5,119.93
2,27.1,109.4,115.15
1,27.1,152.1,186.35
1,27.1,149.3,157.55
1,27.1,70.0,85.94
1,27.1,40.5,42.0
1,27.1,70.0,99.24
2,27.1,99.6,113.85
1,27.1,60.5,62.0
1,27.1,70.0,82.69
1,27.1,101.7,104.95
1,27.1,70.0,99.19
2,27.1,103.8,131.46
1,27.1,103.8,139.74
1,27.1,125.5,160.69
2,27.1,70.0,99.23
1,27.1,100.3,123.55
1,27.1,70.0,92.5
1,27.1,70.0,103.34
1,27.1,100.3,127.25
1,27.1,99.6,113.85
1,27.1,70.0,99.24
2,27.1,102.4,110.65
2,27.1,98.9,123.78
1,27.1,100.3,123.35
1,27.1,98.9,118.9
1,27.1,70.0,97.09
2,27.1,101.0,110.25
2,27.1,103.8,131.11
1,27.1,76.5,78.0
1,27.1,70.0,101.19
1,27.1,101.7,142.59
2,27.09,99.6,124.27
2,27.09,98.9,123.78
2,27.09,105.2,128.89
2,27.09,99.6,114.79
2,27.09,100.3,129.44
2,27.09,101.7,125.59
2,27.09,150.0,197.28
2,27.08,98.2,127.63
2,27.08,102.4,130.98
2,27.08,128.3,184.55
2,27.08,98.2,103.95
2,27.08,98.9,102.15
2,27.08,98.9,113.15
2,27.08,70.0,93.94
2,27.08,138.8,176.22
2,27.08,100.3,129.44
2,27.08,154.2,191.94
2,27.08,102.4,128.15
2,27.08,98.9,123.78
2,27.07,70.0,82.69
2,27.07,98.9,114.65
2,27.07,101.0,142.61
2,27.07,70.0,98.88
2,27.07,98.9,122.58
2,27.07,99.6,102.1
2,27.07,98.9,123.72
2,27.06,98.9,121.72
2,27.06,134.3,164.37
2,27.06,101.7,125.59
2,27.06,70.0,84.38
2,27.06,105.2,129.15
2,27.06,98.2,124.39
2,27.06,70.0,92.69
2,27.05,103.8,129.66
2,27.05,98.9,104.65
2,27.05,179.4,218.83
2,27.05,70.0,83.75
2,27.05,99.6,135.6
2,27.05,95.0,120.8
2,27.05,70.0,100.24
2,27.05,98.9,123.43
2,27.05,70.0,80.19
2,27.05,129.7,156.2
2,27.05,104.5,130.15
2,27.05,122.4,188.61
2,27.05,100.3,111.49
2,27.05,104.5,145.61
2,27.04,99.6,103.85
2,27.04,97.5,118.25
2,27.04,101.0,111.19
2,27.04,98.2,109.39
2,27.03,98.9,125.23
2,27.03,70.0,94.69
2,27.03,98.9,122.23
2,27.03,70.0,106.97
2,27.03,98.2,102.45
2,27.03,99.6,123.42
2,27.03,98.9,140.44
2,27.03,70.0,90.55
2,27.03,97.5,107.75
2,27.02,143.0,169.25
2,27.02,110.1,135.67
2,27.02,70.0,102.92
2,27.02,98.2,116.89
2,27.02,101.7,125.04
2,27.02,98.9,119.65
2,27.02,98.9,110.09
2,27.02,98.2,122.59
2,27.02,103.1,107.35
2,27.02,100.3,123.91
2,27.02,101.0,130.31
2,27.02,70.0,87.69
2,27.02,99.6,110.79
2,27.01,97.5,122.1
2,27.01,106.6,109.85
2,27.01,70.0,83.19
2,27.01,138.5,163.69
2,27.01,70.0,140.94
2,27.01,122.7,132.89
1,27.0,120.3,156.05
1,27.0,70.0,85.94
1,27.0,70.0,97.09
1,27.0,134.5,157.57
2,27.0,99.6,123.07
1,27.0,127.6,166.54
1,27.0,133.2,172.04
1,27.0,69.5,77.94
2,27.0,101.0,117.19
1,27.0,70.0,80.94
1,27.0,160.0,201.25
1,27.0,100.3,125.45
1,27.0,70.0,103.34
1,27.0,185.0,200.75
2,27.0,100.3,117.8
1,27.0,102.4,138.22
2,27.0,100.3,113.74
2,27.0,149.3,189.16
1,27.0,101.7,134.3
1,27.0,98.9,121.7
1,27.0,98.2,115.7
1,27.0,98.2,115.7
1,27.0,53.5,61.94
1,27.0,70.0,97.09
1,27.0,101.7,124.95
1,27.0,168.0,187.0
1,27.0,98.9,122.55
1,27.0,100.3,125.45
1,27.0,101.7,122.95
1,27.0,125.2,162.96
2,26.99,99.6,129.81
2,26.99,98.2,122.59
2,26.99,99.6,136.8
2,26.99,101.0,124.75
2,26.99,103.1,116.35
2,26.99,99.6,118.85
2,26.99,101.7,105.95
2,26.99,97.5,101.75
2,26.99,100.3,106.55
2,26.98,105.9,109.15
2,26.98,100.3,123.91
2,26.98,99.6,109.79
2,26.98,102.4,118.15
2,26.98,104.5,120.25
2,26.97,70.0,92.69
2,26.97,98.2,130.07
2,26.97,97.5,108.69
2,26.97,100.3,103.8
2,26.97,100.3,109.55
2,26.97,124.1,162.0
2,26.97,98.2,110.45
2,26.96,70.0,103.13
2,26.96,98.9,128.23
2,26.96,100.3,103.55
2,26.96,101.7,119.95
2,26.96,107.3,139.44
2,26.96,110.1,133.92
2,26.95,70.0,73.25
2,26.95,98.2,122.94
2,26.95,110.0,145.2
2,26.95,97.5,119.25
2,26.95,99.6,118.85
2,26.95,102.4,116.65
2,26.95,77.0,80.5
2,26.95,103.8,128.11
2,26.95,99.6,110.79
2,26.95,98.2,112.45
2,26.95,105.9,130.98
2,26.95,100.3,123.91
2,26.94,98.2,127.63
2,26.94,99.6,126.07
2,26.94,98.2,125.59
2,26.94,100.3,113.74
2,26.94,101.7,114.95
2,26.94,98.2,131.27
2,26.94,102.4,117.59
2,26.94,70.0,97.13
2,26.94,98.2,127.63
2,26.94,101.0,116.75
2,26.94,70.0,83.19
2,26.94,98.2,122.94
2,26.94,103.1,142.41
2,26.94,102.4,126.43
2,26.94,98.9,112.15
2,26.94,70.0,78.44
2,26.94,101.7,125.94
2,26.93,172.4,213.43
2,26.93,101.0,128.95
2,26.93,102.4,126.78
2,26.93,97.5,120.55
2,26.93,98.9,103.15
2,26.93,70.0,98.88
2,26.93,103.8,131.11
2,26.93,70.0,80.19
2,26.93,99.6,117.85
2,26.92,70.0,101.17
2,26.92,98.9,123.43
2,26.92,98.2,103.2
2,26.92,98.2,117.45
2,26.92,98.2,124.39
2,26.92,96.8,120.91
2,26.92,136.0,153.75
2,26.91,98.9,113.15
2,26.91,70.0,86.82
2,26.91,99.6,109.79
2,26.91,101.0,113.69
2,26.91,121.7,138.08
2,26.91,98.2,122.94
2,26.91,101.0,104.25
2,26.9,154.2,177.45
1,26.9,98.2,120.33
1,26.9,70.0,97.09
1,26.9,98.9,122.55
1,26.9,61.5,76.88
1,26.9,101.7,142.58
1,26.9,160.5,183.75
1,26.9,70.0,82.69
1,26.9,98.2,122.9
2,26.9,117.1,153.67
2,26.9,99.6,124.27
1,26.9,100.3,106.05
1,26.9,70.0,84.84
1,26.9,97.5,134.2
2,26.9,101.0,122.25
1,26.9,90.0,91.0
1,26.9,98.2,121.7
1,26.9,108.7,112.95
2,26.9,157.7,209.77
1,26.9,43.0,44.0
1,26.9,97.5,122.1
1,26.9,70.0,75.75
1,26.9,70.0,101.19
2,26.89,99.6,123.07
2,26.89,99.6,123.42
2,26.89,97.5,120.9
2,26.89,70.0,95.0
2,26.89,70.0,105.22
2,26.89,100.3,125.46
2,26.89,108.7,134.34
2,26.89,97.5,103.25
2,26.89,98.2,101.45
2,26.89,138.8,172.56
2,26.89,70.0,82.69
2,26.88,97.5,123.55
2,26.88,103.8,131.11
2,26.88,100.3,124.26
2,26.88,98.9,123.43
2,26.88,98.2,106.45
2,26.88,98.2,130.91
2,26.88,200.0,223.85
2,26.88,96.8,120.91
2,26.88,105.2,108.45
2,26.88,98.9,123.43
2,26.88,135.0,191.73
2,26.87,101.0,118.13
2,26.87,122.0,134.69
2,26.87,101.7,104.95
2,26.87,126.2,136.39
2,26.87,99.6,123.07
2,26.87,70.0,103.13
2,26.87,108.0,113.0
2,26.87,70.0,95.09
2,26.87,98.2,102.45
2,26.87,140.0,185.86
2,26.87,98.9,103.15
2,26.87,98.2,124.74
2,26.87,98.9,122.23
2,26.86,107.3,141.89
2,26.86,70.0,82.69
2,26.86,98.2,117.82
2,26.86,98.2,102.45
2,26.86,98.9,110.09
2,26.86,99.6,113.13
2,26.86,97.5,112.69
2,26.86,70.0,105.22
2,26.86,98.2,127.63
2,26.86,180.0,243.33
2,26.85,98.2,112.45
2,26.85,98.9,119.15
2,26.85,101.7,123.84
2,26.85,97.5,122.1
2,26.85,97.5,113.75
2,26.85,97.5,111.75
2,26.85,116.8,124.74
2,26.85,100.3,122.55
2,26.85,98.2,127.63
2,26.85,98.9,122.23
2,26.85,96.8,120.06
2,26.85,98.9,113.15
2,26.85,105.2,131.04
2,26.85,96.8,121.26
2,26.85,103.1,139.85
2,26.84,100.3,112.99
2,26.84,97.5,121.75
2,26.84,70.0,97.13
2,26.84,101.7,145.7
2,26.84,98.9,125.23
2,26.84,70.0,104.28
2,26.84,98.2,112.45
2,26.84,98.9,125.09
2,26.84,101.7,125.94
2,26.84,102.4,126.78
2,26.84,70.0,95.94
2,26.84,105.2,115.39
2,26.83,98.2,126.33
2,26.83,108.7,119.89
2,26.83,97.5,117.01
2,26.83,98.9,122.58
2,26.83,70.0,98.88
2,26.83,101.0,132.5
2,26.83,98.9,103.15
2,26.83,98.9,125.23
2,26.83,136.0,163.69
2,26.83,99.6,117.85
2,26.83,70.0,97.13
2,26.83,101.0,106.75
2,26.83,100.3,103.55
2,26.83,122.0,158.28
2,26.82,168.75,205.45
2,26.82,98.2,124.74
2,26.82,70.0,98.88
2,26.82,98.9,109.84
2,26.82,108.7,110.2
2,26.82,96.8,118.55
2,26.82,151.4,185.23
2,26.82,70.0,77.7
2,26.82,101.0,125.1
2,26.82,70.0,107.21
2,26.82,98.2,104.05
2,26.82,103.8,115.74
2,26.82,97.5,122.1
2,26.81,101.7,119.95
2,26.81,170.0,191.32
2,26.81,70.0,84.69
2,26.81,120.6,132.54
2,26.81,100.3,124.26
2,26.81,97.5,102.75
2,26.81,97.5,121.75
1,26.8,98.9,130.8
2,26.8,70.0,98.88
1,26.8,70.0,85.19
1,26.8,116.8,216.68
1,26.8,70.0,82.69
2,26.8,105.9,116.09
2,26.8,119.2,136.33
2,26.8,96.8,101.05
1,26.8,148.6,196.54
1,26.8,70.0,99.19
1,26.8,49.5,51.0
1,26.8,97.5,110.87
1,26.8,70.0,97.09
1,26.8,124.1,133.54
1,26.8,110.8,127.93
1,26.8,70.0,99.24
1,26.8,70.0,99.24
1,26.8,97.5,122.1
1,26.8,131.1,141.3
1,26.8,70.0,90.94
2,26.8,108.0,136.15
1,26.8,73.5,75.0
1,26.8,70.0,103.14
1,26.8,79.3,83.3
2,26.8,97.5,121.75
1,26.8,70.0,97.69
2,26.8,96.8,121.26
1,26.8,70.0,102.24
1,26.8,96.8,106.99
1,26.8,96.8,101.05
1,26.8,97.5,121.75
1,26.8,98.2,102.45
1,26.8,161.9,172.4
1,26.8,150.0,200.75
1,26.8,124.8,163.19
1,26.8,101.7,116.89
1,26.8,117.8,135.49
2,26.79,99.6,131.4
2,26.79,70.0,90.55
2,26.79,98.2,122.59
2,26.79,96.8,123.93
2,26.79,70.0,95.09
2,26.79,97.5,106.75
2,26.79,70.0,85.94
2,26.79,120.3,187.43
2,26.79,70.0,101.18
2,26.79,102.4,119.53
2,26.79,98.9,123.43
2,26.79,98.2,104.45
2,26.79,97.5,130.13
2,26.79,100.3,106.05
2,26.79,96.8,126.31
2,26.79,97.5,108.69
2,26.78,100.3,113.55
2,26.78,99.6,113.85
2,26.78,99.6,128.12
2,26.78,131.1,168.94
2,26.78,165.4,231.81
2,26.78,98.2,116.45
2,26.78,70.0,98.88
2,26.78,100.3,126.91
2,26.78,96.8,131.04
2,26.78,98.2,121.39
2,26.78,101.7,126.79
2,26.78,96.8,112.05
2,26.78,100.3,126.91
2,26.78,122.7,143.89
2,26.78,131.8,136.8
2,26.77,105.2,130.95
2,26.77,98.2,101.45
2,26.77,98.9,123.43
2,26.77,99.6,102.85
2,26.77,101.0,109.37
2,26.77,70.0,99.23
2,26.77,99.6,123.07
2,26.77,96.8,120.91
2,26.77,70.0,90.9
2,26.77,98.2,121.39
2,26.77,70.0,98.88
2,26.77,70.0,82.69
2,26.77,70.0,97.13
2,26.77,98.2,112.45
2,26.77,98.9,103.15
2,26.77,102.4,126.43
2,26.76,103.8,161.84
2,26.76,97.5,113.25
2,26.76,127.6,152.79
2,26.76,98.9,109.65
2,26.76,70.0,97.69
2,26.76,100.3,103.55
2,26.76,119.2,163.69
2,26.76,103.8,109.55
2,26.76,102.4,108.15
2,26.76,96.8,107.99
2,26.76,97.5,130.43
2,26.76,96.8,123.91
2,26.76,98.9,122.58
2,26.76,97.5,130.0
2,26.76,70.0,103.13
2,26.76,100.3,132.12
2,26.76,104.5,132.3
2,26.75,96.8,121.26
2,26.75,70.0,90.9
2,26.75,98.2,122.94
2,26.75,116.8,132.18
2,26.75,98.9,100.4
2,26.75,98.9,122.58
2,26.75,102.4,127.63
2,26.75,70.0,102.92
2,26.75,70.0,82.69
2,26.75,70.0,82.69
2,26.75,70.0,90.55
2,26.75,97.5,122.1
2,26.75,100.3,123.91
2,26.75,100.3,132.24
2,26.75,96.8,107.05
2,26.74,121.0,183.93
2,26.74,103.8,105.3
2,26.74,96.8,120.91
2,26.74,168.2,182.45
2,26.74,70.0,96.69
2,26.74,70.0,82.69
2,26.74,98.2,121.39
2,26.74,80.0,91.0
2,26.74,96.8,111.05
2,26.74,101.0,124.75
2,26.74,100.3,134.69
2,26.73,96.1,125.0
2,26.73,70.0,74.0
2,26.73,107.3,128.99
2,26.73,70.0,87.69
2,26.73,70.0,97.69
2,26.73,100.3,139.05
2,26.73,98.9,123.43
2,26.73,171.7,177.45
2,26.73,96.8,99.3
2,26.73,100.3,125.11
2,26.73,101.0,147.27
2,26.73,97.5,121.75
2,26.73,99.6,109.79
2,26.73,101.0,133.44
2,26.72,99.6,124.27
2,26.72,98.9,116.03
2,26.72,98.2,109.39
2,26.72,98.2,121.39
2,26.72,97.5,127.19
2,26.72,97.5,107.69
2,26.72,171.7,181.14
2,26.72,101.0,130.63
2,26.72,98.2,121.39
2,26.72,98.2,124.39
2,26.72,96.8,125.87
2,26.72,145.1,193.55
2,26.72,97.5,120.55
2,26.72,105.2,147.12
2,26.71,97.5,100.75
2,26.71,144.4,179.03
2,26.71,70.0,102.92
2,26.71,125.5,137.44
2,26.71,97.5,110.75
2,26.71,70.0,89.39
2,26.71,70.0,98.88
2,26.71,100.3,111.55
2,26.71,99.6,118.85
1,26.7,70.0,105.19
1,26.7,97.5,122.1
1,26.7,98.9,114.84
1,26.7,124.1,141.23
1,26.7,96.8,112.55
1,26.7,70.0,96.94
2,26.7,171.0,227.19
1,26.7,97.5,135.24
1,26.7,97.5,136.68
1,26.7,96.8,121.25
1,26.7,171.0,184.61
1,26.7,96.8,121.25
1,26.7,88.5,90.0
2,26.7,100.3,125.14
1,26.7,40.5,42.0
1,26.7,70.0,90.69
1,26.7,99.6,122.29
2,26.7,160.5,163.75
1,26.7,70.0,103.34
2,26.7,112.2,143.88
1,26.7,150.0,191.64
2,26.7,70.0,90.55
2,26.7,98.9,150.31
1,26.7,62.5,64.0
1,26.7,53.5,55.0
1,26.7,131.8,179.39
1,26.7,96.8,121.05
1,26.7,101.7,113.89
1,26.7,98.9,116.03
2,26.7,96.8,116.21
1,26.7,97.5,122.1
2,26.7,96.8,116.05
2,26.7,99.6,129.42
1,26.7,98.2,101.45
1,26.7,102.4,129.75
1,26.7,97.5,122.1
1,26.7,102.4,129.75
1,26.7,99.6,108.85
2,26.69,70.0,97.13
2,26.69,99.6,126.07
2,26.69,99.6,122.52
2,26.69,97.5,125.5
2,26.69,97.5,116.75
2,26.69,98.9,110.09
2,26.69,101.0,127.75
2,26.69,96.8,115.05
2,26.69,96.8,116.05
2,26.69,101.7,121.84
2,26.69,97.5,126.75
2,26.69,98.2,122.59
2,26.69,105.9,114.15
2,26.68,96.8,113.93
2,26.68,147.9,156.15
2,26.68,96.1,118.87
2,26.68,96.1,120.07
2,26.68,97.5,101.75
2,26.68,99.6,112.85
2,26.68,99.6,123.07
2,26.68,136.0,157.32
2,26.68,98.9,122.23
2,26.68,121.7,146.77
2,26.68,96.8,101.05
2,26.68,97.5,121.75
2,26.68,99.6,112.85
2,26.68,98.2,110.89
2,26.68,101.7,133.92
2,26.68,96.1,100.35
2,26.67,102.4,127.63
2,26.67,96.8,120.91
2,26.67,98.2,109.45
2,26.67,98.2,117.45
2,26.67,98.2,104.95
2,26.67,175.2,223.06
2,26.67,98.2,122.59
2,26.67,116.8,159.82
2,26.67,96.8,106.05
2,26.67,98.9,123.43
2,26.67,97.5,100.75
2,26.67,97.5,101.75
2,26.67,96.8,120.91
2,26.67,109.4,134.83
2,26.67,98.9,126.43
2,26.66,98.2,124.39
2,26.66,98.2,122.59
2,26.66,110.8,125.66
2,26.66,96.8,125.87
2,26.66,97.5,120.55
2,26.66,99.6,103.85
2,26.66,103.1,116.35
2,26.66,100.3,126.91
2,26.66,96.8,121.26
2,26.66,101.7,123.83
2,26.66,101.0,104.25
2,26.66,70.0,97.13
2,26.66,106.6,141.0
2,26.65,101.7,135.12
2,26.65,97.5,126.75
2,26.65,101.7,105.95
2,26.65,96.8,121.26
2,26.65,98.9,122.23
2,26.65,96.8,120.91
2,26.65,98.9,122.23
2,26.65,70.0,80.19
2,26.65,97.5,123.55
2,26.65,145.0,202.66
2,26.65,70.0,82.69
2,26.65,101.7,115.14
2,26.64,98.2,124.39
2,26.64,101.7,111.25
2,26.64,97.5,106.75
2,26.64,100.3,111.49
2,26.64,100.3,132.59
2,26.64,97.5,100.75
2,26.64,148.6,156.85
2,26.64,97.5,111.75
2,26.64,98.2,122.59
2,26.64,100.3,123.91
2,26.64,97.5,120.55
2,26.64,70.0,90.19
2,26.64,96.8,121.26
2,26.64,96.1,120.07
2,26.63,101.7,128.94
2,26.63,101.7,131.19
2,26.63,99.6,124.27
2,26.63,96.1,120.07
2,26.63,176.25,188.94
2,26.63,101.7,125.94
2,26.63,70.0,102.92
2,26.63,140.0,187.66
2,26.62,106.6,117.79
2,26.62,97.5,121.75
2,26.62,98.2,121.39
2,26.62,70.0,90.55
2,26.62,108.7,118.89
2,26.62,98.2,111.45
2,26.62,113.6,164.85
2,26.62,119.9,132.59
2,26.62,96.8,120.91
2,26.62,167.5,170.75
2,26.62,144.4,198.43
2,26.62,96.8,120.91
2,26.62,70.0,80.19
2,26.62,98.2,121.39
2,26.62,118.2,142.58
2,26.62,117.8,123.55
2,26.61,96.8,121.26
2,26.61,98.9,122.58
2,26.61,150.0,196.5
2,26.61,70.0,94.94
2,26.61,100.3,130.69
2,26.61,96.8,109.05
2,26.61,99.6,129.07
2,26.61,70.0,95.09
2,26.61,97.5,121.75
2,26.61,140.0,190.65
2,26.61,98.2,102.45
2,26.61,96.8,111.05
2,26.61,96.8,120.06
2,26.61,97.5,121.75
2,26.61,98.2,122.59
2,26.61,70.0,95.94
2,26.61,105.2,108.45
2,26.61,70.0,104.21
2,26.61,70.0,98.88
1,26.6,122.0,132.19
1,26.6,96.1,120.4
1,26.6,97.5,123.9
2,26.6,107.3,119.99
2,26.6,140.9,181.63
1,26.6,70.0,180.94
2,26.6,97.5,125.63
2,26.6,101.7,120.69
2,26.6,96.8,113.05
2,26.6,97.5,113.75
1,26.6,153.5,192.78
1,26.6,98.2,120.33
1,26.6,97.5,120.9
2,26.6,96.8,120.91
2,26.6,97.5,116.75
1,26.6,103.1,107.6
1,26.6,55.5,57.0
1,26.6,160.0,228.04
1,26.6,96.1,100.35
1,26.6,20.0,27.94
1,26.6,70.0,90.9
1,26.6,96.8,123.05
1,26.6,108.0,118.19
1,26.6,70.0,103.34
2,26.6,101.7,136.43
2,26.6,98.2,122.59
1,26.6,138.8,153.05
2,26.6,98.2,124.39
2,26.6,97.5,110.83
1,26.6,96.8,129.59
1,26.6,98.9,125.55
1,26.6,131.1,163.79
1,26.6,70.0,97.69
2,26.6,70.0,102.92
2,26.59,70.0,90.55
2,26.59,96.8,121.99
2,26.59,96.8,114.93
2,26.59,70.0,82.69
2,26.59,98.9,103.15
2,26.59,101.0,142.75
2,26.58,98.2,102.45
2,26.58,80.0,92.19
2,26.58,96.8,131.85
2,26.58,101.0,114.25
2,26.58,96.8,122.71
2,26.58,70.0,100.94
2,26.58,98.9,125.23
2,26.58,70.0,98.88
2,26.58,101.7,120.89
2,26.58,96.8,121.26
2,26.58,96.8,121.26
2,26.57,133.9,149.65
2,26.57,103.8,128.11
2,26.57,98.2,121.74
2,26.57,97.5,121.75
2,26.57,97.5,116.75
2,26.57,98.2,122.59
2,26.57,97.5,106.75
2,26.57,96.8,102.55
2,26.57,96.1,120.07
2,26.56,118.9,157.47
2,26.56,96.1,120.07
2,26.56,145.8,150.05
2,26.56,110.1,147.0
2,26.56,97.5,123.55
2,26.56,98.2,127.63
2,26.56,101.7,104.95
2,26.56,96.8,121.26
2,26.56,96.8,121.26
2,26.56,97.5,130.08
2,26.56,102.4,113.59
2,26.56,70.0,82.69
2,26.56,98.2,121.39
2,26.56,98.2,120.45
2,26.56,100.3,129.44
2,26.56,96.8,112.55
2,26.56,96.1,118.32
2,26.56,99.6,115.35
2,26.55,99.6,102.85
2,26.55,70.0,97.13
2,26.55,97.5,103.25
2,26.55,70.0,98.88
2,26.55,98.9,122.23
2,26.55,70.0,98.88
2,26.55,98.9,130.09
2,26.55,97.5,118.8
2,26.55,105.9,116.09
2,26.55,70.0,104.88
2,26.54,98.2,99.7
2,26.54,96.8,120.06
2,26.54,97.5,100.75
2,26.54,96.1,120.07
2,26.54,110.0,123.75
2,26.54,96.1,110.35
2,26.54,154.0,193.32
2,26.54,70.0,98.88
2,26.54,96.8,121.26
2,26.54,70.0,95.09
2,26.54,70.0,97.69
2,26.54,98.2,112.45
2,26.54,103.1,127.27
2,26.54,96.1,115.35
2,26.54,96.1,100.35
2,26.54,103.1,113.29
2,26.53,124.8,161.99
2,26.53,98.9,123.43
2,26.53,96.8,120.91
2,26.53,96.8,120.91
2,26.53,97.5,115.75
2,26.53,70.0,98.88
2,26.53,99.6,131.25
2,26.53,96.1,100.35
2,26.53,98.9,123.48
2,26.53,96.1,100.35
2,26.53,96.1,110.35
2,26.53,97.5,121.75
2,26.53,120.0,143.07
2,26.53,96.8,117.99
2,26.52,128.3,143.49
2,26.52,97.5,120.07
2,26.52,96.8,100.05
2,26.52,96.8,113.93
2,26.52,96.8,129.59
2,26.52,96.1,107.29
2,26.52,97.5,100.0
2,26.52,96.1,120.42
2,26.51,96.1,110.35
2,26.51,101.0,138.13
2,26.51,99.6,102.85
2,26.51,102.4,126.43
2,26.51,97.5,120.9
2,26.51,97.5,120.63
2,26.51,96.8,120.91
2,26.51,70.0,90.69
2,26.51,138.1,173.47
2,26.51,103.8,131.11
2,26.51,99.6,123.07
2,26.51,98.2,122.59
2,26.51,171.7,215.14
2,26.51,70.0,98.88
2,26.5,96.8,116.99
1,26.5,96.8,119.05
1,26.5,96.1,120.4
1,26.5,70.0,97.09
1,26.5,108.0,145.13
1,26.5,125.0,127.75
2,26.5,102.4,129.43
2,26.5,98.9,123.43
2,26.5,95.4,119.58
2,26.5,100.0,158.86
1,26.5,70.0,101.99
2,26.5,96.8,101.05
2,26.5,96.8,107.55
1,26.5,96.1,119.2
1,26.5,70.0,103.14
2,26.5,103.8,114.99
1,26.5,96.8,118.05
2,26.5,137.4,192.21
1,26.5,97.5,112.0
1,26.5,101.0,113.75
1,26.5,96.8,116.99
1,26.5,70.0,90.94
1,26.5,99.6,123.4
2,26.5,96.1,110.35
1,26.5,105.2,110.95
2,26.5,138.8,180.89
1,26.5,96.1,111.35
1,26.5,145.1,194.81
1,26.5,96.8,120.05
2,26.5,97.5,113.25
2,26.5,117.8,172.42
2,26.5,96.1,109.35
